title,info
Happy Feet,"['world', 'emperor', 'penguin', 'find', 'soul', 'mate', 'song', 'penguin', 'born', 'sing']['Animation', 'Comedy']"
The Contender,"['lain', 'polit', 'thriller', 'hanson', 'nomin', 'confirm', 'vice', 'presid', 'alleg', 'involv']['Drama', 'Thriller']"
Good Will Hunting,"['professor', 'lambeau', 'get', 'hunt', 'geniuslevel', 'choos', 'work', 'janitor', 'mit', 'solv']['Drama']"
Maverick,"['gambler', 'enter', 'game', 'tri', 'maverick', 'would', 'rather', 'con', 'someon', 'fight']['Action', 'Adventure', 'Comedy', 'Drama', 'Western']"
The Day After Tomorrow,"['new', 'year', 'increas', 'greenhous', 'effect', 'havoc', 'wreak', 'global', 'form', 'catastroph']['Action', 'Adventure', 'Science Fiction', 'Thriller']"
The Kid,"['russ', 'rusti', 'power', 'businessman', 'duritz', 'selfabsorb', 'immers', 'work', 'magic', 'moon']['Fantasy', 'Comedy', 'Family']"
Blade,"['vampir', 'blade', 'mother', 'bitten', 'pregnanc', 'know', 'gave', 'son', 'special', 'gift']['Horror', 'Action']"
Moonwalkers,"['never', 'kubrick', 'apollo', 'actual', 'made', 'realiti', 'stanley', 'secret', 'shot', 'famous']['Comedy']"
London Has Fallen,"['london', 'prime', 'minist', 'funer', 'mike', 'ban', 'discov', 'plot', 'assassin', 'attend']['Action', 'Crime', 'Thriller']"
Survivor,"['foreign', 'servic', 'offic', 'london', 'tri', 'prevent', 'terrorist', 'attack', 'set', 'hit']['Thriller']"
It's a Wonderful Life,"['georg', 'entir', 'potter', 'billi', 'bailey', 'spent', 'life', 'give', 'peopl', 'bedford']['Drama', 'Family', 'Fantasy']"
The Trials of Cate McCall,"['order', 'reinstat', 'bar', 'recov', 'custodi', 'daughter', 'hotshot', 'lawyer', 'recoveri', 'probat']['Drama']"
The Visit,"['terrifi', 'stori', 'brother', 'sister', 'sent', 'grandpar', 'remot', 'pennsylvania', 'farm', 'weeklong']['Horror', 'Thriller']"
Misery,"['paul', 'anni', 'novelist', 'sheldon', 'crash', 'car', 'snowi', 'colorado', 'road', 'found']['Drama', 'Thriller']"
The Flintstones,"['barney', 'modern', 'stone', 'age', 'famili', 'flintston', 'hit', 'big', 'screen', 'liveact']['Fantasy', 'Comedy', 'Family']"
Seven Samurai,"['samurai', 'villag', 'protect', 'bandit', 'answer', 'request', 'fall', 'hard', 'time', 'town']['Action', 'Drama']"
Kill List,"['near', 'year', 'botch', 'job', 'hitman', 'take', 'new', 'assign', 'promis', 'big']['Horror', 'Thriller', 'Crime']"
Sin City,"['citi', 'call', 'welcom', 'sin', 'town', 'beckon', 'tough', 'corrupt', 'brokenheart', 'dark…']['Action', 'Thriller', 'Crime']"
Batman Returns,"['batman', 'gotham', 'max', 'attempt', 'catwoman', 'must', 'defeat', 'joker', 'face', 'penguin']['Action', 'Fantasy']"
Absolutely Anything,"['eccentr', 'alien', 'give', 'man', 'power', 'anyth', 'want', 'determin', 'earth', 'worth']['Comedy', 'Science Fiction']"
"Hello, My Name Is Doris","['selfhelp', 'seminar', 'inspir', 'sixtysometh', 'woman', 'romant', 'pursu', 'younger', 'cowork']['Comedy', 'Drama', 'Romance']"
You Don't Know Jack,"['death', 'jack', 'angel', 'mercy…', 'murder', 'doctor', 'kervorkian', 'one', 'polar', 'figur']['Drama']"
The Great Raid,"['war', 'world', 'rage', 'elit', 'sixth', 'ranger', 'battalion', 'given', 'mission', 'heroic']['Action', 'History', 'War']"
The Diary of a Teenage Girl,"['minni', 'goetz', '15yearold', 'aspir', 'comicbook', 'artist', 'come', 'age', 'haze', '1970s']['Drama', 'Romance']"
Nerve,"['high', 'vee', 'game', 'industri', 'school', 'senior', 'delmonico', 'live', 'life', 'sidelin']['Mystery', 'Adventure', 'Crime']"
Fantasia 2000,"['blend', 'live', 'music', 'brilliant', 'anim', 'sequel', 'origin', 'fantasia', 'restor', 'sorcer']['Animation', 'Family', 'Music']"
Filth,"['bigot', 'junki', 'cop', 'suffer', 'bipolar', 'disord', 'drug', 'addict', 'manipul', 'hallucin']['Crime', 'Drama', 'Comedy']"
Panic Room,"['room', 'intrud', 'trap', 'new', 'york', 'brownston', 'panic', 'hidden', 'chamber', 'built']['Crime', 'Drama', 'Thriller']"
Final Destination,"['one', 'teenag', 'terrifi', 'vision', 'friend', 'die', 'plane', 'crash', 'prevent', 'accid']['Horror']"
City of God,"['life', 'seen', 'buscapé', 'eye', 'cidad', 'deus', 'shantytown', 'start', '1960s', 'becam']['Drama', 'Crime']"
I as in Icarus,"['film', 'assassin', 'commiss', 'base', 'investig', 'volney', 'plot', 'kennedi', 'subsequ', 'begin']['Thriller', 'Drama', 'Crime', 'Mystery']"
The Road,"['father', 'son', 'walk', 'alon', 'burn', 'america', 'noth', 'move', 'ravag', 'landscap']['Adventure', 'Drama']"
Broken Arrow,"['deakin', 'hale', 'back', 'rogu', 'stealthfight', 'pilot', 'vic', 'deliber', 'drop', 'radar']['Action', 'Adventure', 'Drama', 'Thriller']"
"Guns, Girls and Gambling","['indian', 'stori', 'throw', 'elvi', 'imperson', 'indian', 'modern', 'cowboy', '6foottal', 'blond']['Crime', 'Thriller']"
Yellow Submarine,"['blue', 'meani', 'take', 'pepperland', 'drain', 'color', 'music', 'fire', 'antimus', 'missil']['Animation', 'Fantasy', 'Music']"
Saw III,"['jigsaw', 'disappear', 'along', 'new', 'apprentic', 'amanda', 'puppetmast', 'behind', 'cruel', 'intric']['Horror', 'Thriller', 'Crime']"
Two Rode Together,"['two', 'tough', 'western', 'bring', 'home', 'group', 'settler', 'spent', 'year', 'comanch']['Western']"
Blood Ties,"['two', 'brother', 'either', 'side', 'law', 'face', 'organ', 'crime', 'brooklyn', '1970s']['Thriller', 'Crime', 'Drama']"
Blackhat,"['man', 'releas', 'prison', 'help', 'american', 'chines', 'author', 'pursu', 'mysteri', 'cyber']['Crime', 'Drama', 'Mystery']"
The Borrowers,"['famili', 'hous', 'normals', 'fourinchtal', 'clock', 'secret', 'share', 'lender', 'borrow', 'item']['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
Noah,"['man', 'suffer', 'vision', 'apocalypt', 'delug', 'take', 'measur', 'protect', 'famili', 'come']['Drama', 'Adventure']"
Déjà Vu,"['call', 'recov', 'evid', 'aftermath', 'horrif', 'explos', 'new', 'orlean', 'ferri', 'feder']['Action', 'Thriller', 'Science Fiction']"
Gangs of New York,"['america', 'vallon', 'seek', 'vengeanc', 'butcher', '1863', 'born', 'street', 'amsterdam', 'return']['Drama', 'History', 'Crime']"
A Merry Friggin' Christmas,"['famili', 'boyd', 'mitchler', 'must', 'spend', 'christma', 'estrang', 'misfit', 'upon', 'realiz']['Comedy']"
Before I Go to Sleep,"['day', 'woman', 'wake', 'everi', 'rememb', 'noth', 'result', 'traumat', 'accid', 'past']['Mystery', 'Thriller']"
A Walk Among the Tombstones,"['privat', 'investig', 'matthew', 'scudder', 'hire', 'drug', 'kingpin', 'find', 'kidnap', 'murder']['Crime', 'Drama', 'Mystery', 'Thriller']"
Arthur,"['arthur', 'quotabl', 'drunk', 'millionair', 'like', 'ever', 'steal', 'heart', 'dudley', 'moor']['Comedy', 'Drama', 'Romance']"
People Like Us,"['tell', 'stori', 'struggl', 'man', 'fli', 'home', 'funer', 'estrang', 'recordproduc', 'father']['Drama']"
Shaun of the Dead,"['life', 'shaun', 'live', 'suprem', 'unev', 'revolv', 'around', 'girlfriend', 'mother', 'local']['Horror', 'Comedy']"
The Right Stuff,"['space', 'first', 'american', 'chronicl', 'origin', 'mercuri', 'astronaut', 'format', 'america', 'program']['Drama', 'History']"
The Conjuring,"['paranorm', 'investig', 'lorrain', 'warren', 'work', 'help', 'famili', 'terror', 'dark', 'presenc']['Horror', 'Thriller']"
The Bourne Legacy,"['new', 'cia', 'oper', 'aaron', 'cross', 'experi', 'lifeordeath', 'stake', 'trigger', 'previous']['Action', 'Thriller']"
47 Ronin,"['japan', 'outcast', 'upon', 'warrior', 'base', 'origin', '1941', 'movi', 'ancient', 'endur']['Drama', 'Action', 'Adventure', 'Fantasy']"
Live Free or Die Hard,"['john', 'mcclane', 'back', 'badder', 'ever', 'time', 'work', 'homeland', 'secur', 'call']['Action', 'Thriller']"
The Expendables 2,"['church', 'reunit', 'expend', 'easi', 'paycheck', 'one', 'men', 'murder', 'job', 'quest']['Action', 'Adventure', 'Thriller']"
The Invisible Guardian,"['amaia', 'villag', 'killer', 'basqu', 'investig', 'back', 'nake', 'bodi', 'teenag', 'girl']['Thriller']"
Mommy,"['peculiar', 'neighbor', 'offer', 'hope', 'recent', 'widow', 'struggl', 'rais', 'teenag', 'unpredict']['Drama']"
Sweet November,"['nelson', 'one', 'day', 'take', 'test', 'life', 'man', 'devot', 'advertis', 'career']['Drama', 'Romance']"
The Blair Witch Project,"['octob', '1994', 'three', 'student', 'filmmak', 'disappear', 'wood', 'near', 'burkittsvill', 'maryland']['Horror', 'Mystery']"
Spring Breakers,"['four', 'colleg', 'girl', 'rob', 'restaur', 'fund', 'spring', 'break', 'florida', 'get']['Drama', 'Crime']"
The Game,"['nichola', 'honor', 'birthday', 'san', 'francisco', 'banker', 'van', 'orton', 'financi', 'genius']['Drama', 'Thriller', 'Mystery']"
What's Love Got to Do with It,"['turner', 'film', 'singer', 'tina', 'rose', 'stardom', 'abus', 'husband', 'ike', 'gain']['Drama', 'Music']"
Return to House on Haunted Hill,"['hous', 'sara', 'eight', 'year', 'pass', 'sinc', 'wolf', 'eddi', 'baker', 'escap']['Horror', 'Thriller']"
The Cabin in the Woods,"['cabin', 'wood', 'five', 'colleg', 'friend', 'spend', 'weekend', 'remot', 'get', 'bargain']['Horror', 'Thriller']"
The Pianist,"['pianist', 'film', 'adapt', 'biographi', 'wladyslaw', 'szpilman', 'jewishpolish', 'second', 'world', 'war']['Drama', 'War']"
Hackers,"['comput', 'secret', 'servic', 'virus', 'along', 'new', 'friend', 'teenag', 'arrest', 'ban']['Action', 'Crime', 'Thriller', 'Drama']"
Monster Trucks,"['town', 'tripp', 'look', 'way', 'get', 'away', 'life', 'born', 'high', 'school']['Action', 'Comedy', 'Science Fiction']"
Gran Torino,"['kowalski', 'neighborhood', 'gran', 'torino', 'thao', 'walt', 'widow', 'hold', 'onto', 'prejudic']['Drama']"
Indiana Jones and the Last Crusade,"['henri', 'jone', 'sudden', 'goe', 'miss', 'pursu', 'holi', 'grail', 'emin', 'archaeologist']['Adventure', 'Action']"
The Remaining,"['unleash', 'seri', 'horror', 'wit', 'new', 'day', 'earth', 'explod', 'trumpet', 'blow']['Thriller', 'Horror']"
Jeepers Creepers 2,"['creatur', 'group', 'horrifi', 'day', 'gorg', 'human', 'flesh', 'ancient', 'known', 'creeper']['Horror', 'Thriller']"
Dallas Buyers Club,"['loos', 'base', 'truelif', 'tale', 'ron', 'woodroof', 'drugtak', 'womenlov', 'homophob', 'man']['Drama', 'History']"
Thelma & Louise,"['whilst', 'short', 'weekend', 'getaway', 'louis', 'shoot', 'man', 'tri', 'rape', 'thelma']['Drama', 'Thriller', 'Crime', 'Adventure']"
Stardust,"['magic', 'countrysid', 'town', 'border', 'land', 'young', 'man', 'make', 'promis', 'belov']['Adventure', 'Fantasy', 'Romance', 'Family']"
First Blood,"['rambo', 'former', 'green', 'beret', 'john', 'harass', 'local', 'law', 'enforc', 'arrest']['Action', 'Adventure', 'Thriller', 'War']"
Rocky,"['rocki', 'world', 'heavyweight', 'box', 'champion', 'apollo', 'creed', 'want', 'give', 'unknown']['Drama']"
The Conjuring 2,"['lorrain', 'warren', 'travel', 'north', 'london', 'help', 'singl', 'mother', 'rais', 'four']['Horror']"
Because I Said So,"['mom', 'effort', 'prevent', 'famili', 'histori', 'repeat', 'meddlesom', 'daphn', 'wilder', 'attempt']['Comedy']"
The Chorus,"['set', '1940', 'franc', 'new', 'teacher', 'school', 'disrupt', 'boy', 'give', 'hope']['Drama']"
The Croods,"['crood', 'world', 'prehistor', 'comedi', 'adventur', 'follow', 'first', 'famili', 'embark', 'journey']['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
The Expendables,"['barney', 'lee', 'ross', 'lead', 'band', 'high', 'skill', 'mercenari', 'includ', 'knife']['Thriller', 'Adventure', 'Action']"
Never Back Down,"['jake', 'fight', 'rebelli', 'tyler', 'lure', 'ultim', 'underground', 'scene', 'new', 'high']['Drama', 'Action']"
The Expendables 3,"['barney', 'expend', 'stonebank', 'team', 'mission', 'blood', 'new', 'christma', 'rest', 'come']['Action', 'Adventure', 'Thriller']"
The Score,"['age', 'thief', 'hope', 'retir', 'live', 'illgotten', 'wealth', 'young', 'kid', 'convinc']['Action', 'Crime', 'Thriller']"
Big Fish,"['man', 'throughout', 'life', 'edward', 'bloom', 'alway', 'big', 'appetit', 'enorm', 'passion']['Adventure', 'Fantasy', 'Drama']"
The Opposite of Sex,"['16yearold', 'girl', 'visit', 'gay', 'halfbroth', 'end', 'seduc', 'boyfriend', 'thus', 'wreak']['Comedy', 'Drama']"
The Counselor,"['soon', 'drug', 'rich', 'success', 'lawyer', 'name', 'counselor', 'get', 'marri', 'fiancé']['Thriller', 'Crime', 'Drama']"
The Astronaut's Wife,"['spencer', 'jillian', 'astronaut', 'armacost', 'return', 'earth', 'mission', 'near', 'cost', 'life']['Drama', 'Science Fiction', 'Thriller']"
Two for the Road,"['tenyear', 'marriag', 'mark', 'joanna', 'wallac', 'rock', 'flashback', 'recal', 'first', 'meet']['Comedy', 'Drama', 'Romance']"
The Sea Inside,"['ramón', 'life', 'sea', 'insid', 'spaniard', 'sampedro', 'fought', '30year', 'campaign', 'win']['Drama']"
Kung Fu Panda 3,"['continu', 'legendari', 'adventur', 'awesom', 'must', 'face', 'two', 'huge', 'epic', 'differ']['Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
The Hours,"['hour', 'stori', 'three', 'women', 'search', 'potent', 'meaning', 'live', 'aliv', 'differ']['Drama']"
GoldenEye,"['jame', 'bond', 'must', 'unmask', 'mysteri', 'head', 'janus', 'syndic', 'prevent', 'leader']['Adventure', 'Action', 'Thriller']"
Tangled,"['flynn', 'tower', 'kingdom', 'wantedand', 'charmingbandit', 'rider', 'hide', 'mysteri', 'taken', 'hostag']['Animation', 'Family']"
13,"['man', 'men', 'naiv', 'young', 'assum', 'dead', 'ident', 'find', 'embroil', 'underground']['Drama', 'Thriller']"
Unbreakable,"['man', 'ordinari', 'make', 'extraordinari', 'discoveri', 'train', 'accid', 'leav', 'fellow', 'passeng']['Science Fiction', 'Thriller', 'Drama']"
John Carter,"['carter', 'barsoom', 'john', 'warweari', 'former', 'militari', 'captain', 'inexplic', 'transport', 'mysteri']['Action', 'Adventure', 'Science Fiction']"
Fast Times at Ridgemont High,"['follow', 'group', 'high', 'school', 'student', 'grow', 'southern', 'california', 'base', 'reallif']['Comedy']"
Homeward Bound II: Lost in San Francisco,"['voic', 'shadow', 'sassi', 'chanc', 'one', 'favorit', 'talk', 'anim', 'back', 'film']['Adventure', 'Comedy', 'Drama', 'Family']"
The Man from U.N.C.L.E.,"['agent', 'height', 'cold', 'war', 'mysteri', 'crimin', 'organ', 'plan', 'use', 'nuclear']['Comedy', 'Action', 'Adventure']"
Dumbo,"['dumbo', 'babi', 'eleph', 'born', 'overs', 'ear', 'suprem', 'lack', 'confid', 'thank']['Animation', 'Family']"
Oblivion,"['jack', 'harper', 'one', 'last', 'drone', 'repairmen', 'station', 'earth', 'part', 'massiv']['Action', 'Science Fiction', 'Adventure', 'Mystery']"
Burn Notice: The Fall of Sam Axe,"['sam', 'axe', 'command', 'militari', 'mission', 'espada', 'ardient', 'threat', 'clinic', 'team']['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Bad Girls,"['four', 'former', 'harlot', 'tri', 'leav', 'wild', 'west', 'colorado', 'exact', 'head']['Action', 'Adventure', 'Comedy', 'Drama', 'Western']"
Spotlight,"['cathol', 'true', 'stori', 'boston', 'globe', 'uncov', 'massiv', 'scandal', 'child', 'abus']['Drama', 'Thriller', 'History']"
The Muppet Christmas Carol,"['retel', 'classic', 'dicken', 'tale', 'ebenez', 'scroog', 'miser', 'extraordinair', 'held', 'account']['Comedy', 'Family', 'Fantasy', 'Drama']"
The Captive,"['disappear', 'cassandra', 'eight', 'year', 'disturb', 'incid', 'seem', 'indic', 'still', 'aliv']['Drama', 'Thriller', 'Crime']"
The Children of Huang Shi,"['young', 'british', 'journalist', 'georg', 'hogg', 'assist', 'courag', 'australian', 'nurs', 'save']['Drama', 'War']"
Last Knights,"['evil', 'emperor', 'execut', 'leader', 'band', 'knight', 'bound', 'duti', 'honour', 'embark']['Action', 'Adventure']"
Alice Through the Looking Glass,"['alic', 'sequel', 'tim', 'burton', 'wonderland', 'kingsleigh', 'return', 'underland', 'face', 'new']['Family', 'Fantasy']"
Frank Herbert's Dune,"['three', 'part', 'miniseri', 'base', 'frank', 'herbert', 'classic', 'scienc', 'fiction', 'novel']['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
Outlander,"['vike', 'man', 'reign', 'anoth', 'world', 'crashland', 'earth', 'bring', 'alien', 'predat']['Fantasy', 'Action', 'Science Fiction']"
Niagara,"['rose', 'georg', 'polli', 'ray', 'loomi', 'older', 'gloomier', 'husband', 'vacat', 'cabin']['Crime', 'Drama', 'Thriller']"
The Shortcut,"['derek', 'wood', 'andrew', 'seeley', 'move', 'new', 'town', 'discov', 'shortcut', 'high']['Mystery', 'Horror', 'Thriller']"
Underground,"['marko', 'blacki', 'communist', 'black', 'market', 'miki', 'manojlov', 'lazar', 'ristovski', 'manufactur']['War', 'Drama', 'Comedy']"
Return of the Jedi,"['forc', 'luke', 'rebel', 'leader', 'map', 'strategi', 'allout', 'attack', 'emperor', 'newer']['Adventure', 'Action', 'Science Fiction']"
The Straight Story,"['straight', 'stori', 'chronicl', 'trip', 'made', '73yearold', 'alvin', 'lauren', 'iowa', 'zion']['Drama']"
Collateral Beauty,"['retreat', 'life', 'tragedi', 'man', 'question', 'univers', 'write', 'love', 'time', 'death']['Drama', 'Romance']"
Cake,"['travel', 'writer', 'improv', 'love', 'life', 'becom', 'editor', 'father', 'wed', 'magazin']['Drama', 'Comedy', 'Romance']"
Friday,"['craig', 'smokey', 'two', 'guy', 'los', 'angel', 'hang', 'porch', 'friday', 'afternoon']['Comedy']"
Interrogation,"['copeland', 'perri', 'fbi', 'receiv', 'threat', 'endang', 'entir', 'citi', 'interrog', 'specialist']['Action', 'Thriller']"
"Love, Rosie","['alex', 'rosi', 'best', 'friend', 'sudden', 'separ', 'famili', 'move', 'dublin', 'america']['Comedy', 'Romance']"
Little Lips,"['war', 'writer', 'return', 'home', 'estat', 'servic', 'world', 'develop', 'bad', 'case']['Drama']"
Patriots Day,"['boston', 'account', 'polic', 'commission', 'davi', 'action', 'event', 'lead', '2013', 'marathon']['Crime', 'Drama', 'Thriller']"
Gaslight,"['paula', 'gregori', 'hous', 'late', '19th', 'centuri', 'alquist', 'studi', 'music', 'itali']['Drama', 'Mystery', 'Thriller', 'Crime']"
Hardcore Henry,"['henri', 'day', 'newli', 'resurrect', 'cyborg', 'must', 'save', 'wifecr', 'clutch', 'psychot']['Action', 'Adventure', 'Science Fiction']"
Why Him?,"['dad', 'form', 'bitter', 'rivalri', 'daughter', 'young', 'rich', 'boyfriend']['Comedy']"
The Interview,"['skylark', 'dave', 'produc', 'aaron', 'rapoport', 'run', 'celebr', 'tabloid', 'show', 'tonight']['Action', 'Comedy']"
Whip It,"['bodeen', 'texa', 'land', 'dragon', 'indierock', 'love', 'misfit', 'find', 'way', 'deal']['Drama']"
Hook,"['could', 'kid', 'peter', 'boy', 'suppos', 'grow', 'up—pet', 'pan—did', 'becom', 'soulless']['Adventure', 'Fantasy', 'Comedy', 'Family']"
Scent of a Woman,"['charli', 'famili', 'simm', 'chris', 'odonnel', 'student', 'privat', 'preparatori', 'school', 'come']['Drama']"
Brubaker,"['new', 'warden', 'small', 'prison', 'farm', 'arkansa', 'tri', 'clean', 'corrupt', 'initi']['Crime', 'Drama']"
Silver Linings Playbook,"['spend', 'eight', 'month', 'mental', 'institut', 'former', 'teacher', 'move', 'back', 'parent']['Drama', 'Comedy', 'Romance']"
Metropolis,"['citi', 'work', 'class', 'futurist', 'sharpli', 'divid', 'planner', 'son', 'mastermind', 'fall']['Drama', 'Science Fiction']"
The Long Kiss Goodnight,"['samantha', 'cain', 'suburban', 'homemak', 'ideal', 'mom', 'year', 'old', 'daughter', 'caitlin']['Crime', 'Action', 'Mystery', 'Thriller']"
Swimming Pool,"['relationship', 'two', 'middl', 'amus', 'thriller', 'differ', 'type', 'femal', 'one', 'well']['Thriller', 'Crime']"
Finding Dory,"['dori', 'reunit', 'friend', 'nemo', 'marlin', 'search', 'answer', 'past', 'rememb', 'parent']['Adventure', 'Animation', 'Comedy', 'Family']"
Million Dollar Baby,"['dunn', 'maggi', 'despond', 'pain', 'estrang', 'daughter', 'trainer', 'franki', 'prepar', 'boxer']['Drama']"
Lethal Weapon 4,"['rigg', 'murtaugh', 'combust', 'action', 'franchis', 'final', 'instal', 'maverick', 'detect', 'martin']['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
The Hundred-Foot Journey,"['restaur', 'stori', 'center', 'around', 'indian', 'famili', 'move', 'franc', 'open', 'across']['Drama']"
Atomic Blonde,"['agent', 'undercov', 'mi6', 'sent', 'berlin', 'cold', 'war', 'investig', 'murder', 'fellow']['Action', 'Thriller']"
11:14,"['stori', 'converg', 'five', 'differ', 'tell', 'seem', 'random', 'yet', 'vital', 'connect']['Crime', 'Drama', 'Thriller']"
Unknown,"['american', 'biologist', 'attend', 'confer', 'berlin', 'awaken', 'coma', 'car', 'accid', 'discov']['Action', 'Mystery', 'Thriller']"
The Loft,"['men', 'one', 'five', 'opportun', 'share', 'penthous', 'citi', 'carri', 'extramarit', 'affair']['Thriller']"
The Grand Budapest Hotel,"['hotel', 'grand', 'budapest', 'tell', 'legendari', 'concierg', 'famous', 'european', 'war', 'friendship']['Comedy', 'Drama']"
Pride & Prejudice,"['english', 'bennet', 'daughter', 'pride', 'prejudic', 'humor', 'stori', 'love', 'life', 'among']['Drama', 'Romance']"
Cinderella,"['cinderella', 'faith', 'dream', 'better', 'life', 'come', 'true', 'help', 'loyal', 'mice']['Family', 'Fantasy', 'Animation', 'Romance']"
"I, Robot","['may', '2035', 'robot', 'commonplac', 'abid', 'three', 'law', 'robot', 'technophob', 'cop']['Action', 'Science Fiction']"
The Beach,"['twentysometh', 'richard', 'travel', 'thailand', 'find', 'possess', 'strang', 'map', 'rumour', 'state']['Drama', 'Adventure', 'Romance', 'Thriller']"
10 Cloverfield Lane,"['howard', 'car', 'michell', 'bunker', 'emmett', 'accid', 'awaken', 'find', 'mysteri', 'two']['Thriller', 'Science Fiction', 'Drama']"
How to Train Your Dragon,"['dragon', 'warrior', 'son', 'vike', 'leader', 'cusp', 'manhood', 'shi', 'hiccup', 'horrend']['Fantasy', 'Adventure', 'Animation', 'Family']"
Starship Troopers,"['rico', 'offic', 'set', 'futur', 'stori', 'follow', 'young', 'soldier', 'name', 'johnni']['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Cloudy with a Chance of Meatballs 2,"['flint', 'food', 'friend', 'world', 'disastr', 'storm', 'first', 'film', 'forc', 'leav']['Animation', 'Family', 'Comedy']"
Babe,"['babe', 'pig', 'sheep', 'littl', 'quit', 'know', 'place', 'world', 'bunch', 'odd']['Fantasy', 'Drama', 'Comedy', 'Family']"
Stop! Or My Mom Will Shoot,"['frail', 'film', 'tough', 'cop', 'sylvest', 'stallon', 'seem', 'mother', 'estell', 'getti']['Action', 'Comedy']"
The Book of Eli,"['postapocalypt', 'tale', 'lone', 'man', 'fight', 'way', 'across', 'america', 'order', 'protect']['Action', 'Thriller', 'Science Fiction']"
American Wedding,"['jim', 'want', 'high', 'school', 'distant', 'memori', 'michell', 'get', 'marri', 'hurri']['Comedy', 'Romance']"
GirlHouse,"['hous', 'attempt', 'make', 'extra', 'cash', 'away', 'colleg', 'kyli', 'move', 'stream']['Horror', 'Thriller']"
Anaconda,"['nation', 'geograph', 'film', 'crew', 'taken', 'hostag', 'insan', 'hunter', 'take', 'along']['Adventure', 'Horror', 'Thriller']"
The Girl Who Played with Fire,"['blomkvist', 'mikael', 'publish', 'millennium', 'magazin', 'made', 'live', 'expos', 'crook', 'corrupt']['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']"
Snowden,"['cia', 'employe', 'edward', 'snowden', 'leak', 'thousand', 'classifi', 'document', 'press']['Drama', 'Thriller']"
Night of the Living Dead,"['zombi', 'film', 'group', 'peopl', 'tri', 'surviv', 'attack', 'bloodthirsti', 'zombi', 'trap']['Horror']"
The Great Escape,"['number', 'prison', 'war', 'nazi', 'exasper', 'escap', 'prison', 'camp', 'relat', 'small']['Adventure', 'Drama', 'History', 'Thriller', 'War']"
Gremlins 2: The New Batch,"['young', 'sweetheart', 'billi', 'kate', 'move', 'big', 'appl', 'land', 'job', 'hightech']['Comedy', 'Horror', 'Fantasy']"
Patton,"['patton', 'tell', 'tale', 'general', 'georg', 'famous', 'tank', 'command', 'world', 'war']['Drama', 'History', 'War']"
Thirteen,"['traci', 'world', 'school', 'evi', 'normal', '13yearold', 'tri', 'make', 'befriend', 'popular']['Crime', 'Drama']"
Contact,"['film', 'contact', 'scienc', 'fiction', 'encount', 'alien', 'intellig', 'base', 'novel', 'carl']['Drama', 'Science Fiction', 'Mystery']"
For Whom the Bell Tolls,"['like', 'jordan', 'spain', '1930s', 'place', 'man', 'action', 'robert', 'civil', 'war']['Drama', 'History', 'Romance', 'Thriller']"
Three Days of the Condor,"['bookish', 'cia', 'research', 'find', 'cowork', 'dead', 'must', 'outwit', 'respons', 'figur']['Action', 'Thriller', 'Mystery']"
Thunderbirds,"['thunderbird', 'danger', 'mission', 'bread', 'butter', 'hightech', 'secret', 'forc', 'employ', 'govern']['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
The Chase,"['girl', 'car', 'jack', 'hammond', 'sentenc', 'life', 'prison', 'manag', 'escap', 'get']['Comedy', 'Thriller', 'Action', 'Crime']"
A Man Called Horse,"['1825', 'english', 'aristocrat', 'captur', 'indian', 'live', 'begin', 'understandaccept', 'lifestyl', 'eventu']['Action', 'Adventure', 'Drama', 'Western']"
We're No Angels,"['pass', 'two', 'escap', 'con', 'prayer', 'escap', 'priest', 'polic', 'blockad', 'border']['Comedy', 'Crime', 'Drama']"
Underdogs,"['footbal', 'villag', 'amadeo', 'tabl', 'love', 'flash', 'small', 'live', 'one', 'good']['Animation', 'Adventure', 'Romance']"
Bright Star,"['keat', 'fanni', 'find', 'poet', 'poetri', '1818', 'highspirit', 'young', 'brawn', 'increas']['Drama', 'Romance']"
The Mortal Instruments: City of Bones,"['clari', 'shadowhunt', 'protect', 'forc', 'mother', 'new', 'york', 'citi', 'fray', 'seem']['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']"
Hysteria,"['romant', 'comedi', 'invent', 'vibrat']['Comedy', 'Romance']"
Basic,"['dea', 'agent', 'investig', 'disappear', 'legendari', 'armi', 'ranger', 'drill', 'sergeant', 'sever']['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
Eagle Eye,"['jerri', 'rachel', 'live', 'shaw', 'holloman', 'two', 'stranger', 'whose', 'sudden', 'thrown']['Mystery', 'Thriller', 'Action']"
Hunger,"['sand', 'stori', 'bobbi', 'ira', 'member', 'led', '1981', 'hunger', 'strike', 'republican']['Drama', 'History']"
Raw,"['justin', 'vet', 'first', 'time', 'famili', 'everyon', 'vegetarian', 'gift', 'teen', 'readi']['Drama', 'Horror']"
