title,info
Freaks,"['circus', 'beauti', 'trapez', 'artist', 'agre', 'marri', 'leader', 'sideshow', 'perform', 'deform']['Drama', 'Horror']"
Head in the Clouds,"['pari', 'spain', 'gilda', 'guy', 'mia', 'romant', 'drama', 'set', '1930', 'england']['Drama', 'Romance', 'War']"
House of Wax,"['horribl', 'disfigur', 'sculptor', 'open', 'hous', 'wax', 'new', 'york', 'use', 'waxcov']['Crime', 'Horror', 'Mystery']"
Like Father Like Son,"['work', 'problem', 'school', 'jack', 'hammond', 'best', 'chanc', 'becom', 'medic', 'superintend']['Comedy', 'Fantasy']"
Vampire in Brooklyn,"['maximillian', 'lone', 'survivor', 'race', 'vampir', 'come', 'brooklyn', 'search', 'way', 'live']['Comedy', 'Horror', 'Romance']"
The Bucket List,"['corpor', 'billionair', 'edward', 'cole', 'work', 'class', 'mechan', 'carter', 'chamber', 'world']['Drama', 'Comedy']"
Headhunters,"['accomplish', 'headhunt', 'risk', 'everyth', 'obtain', 'valuabl', 'paint', 'own', 'former', 'mercenari']['Thriller', 'Crime']"
Lone Star,"['skeleton', 'murder', 'predecessor', 'found', 'sheriff', 'sam', 'deed', 'unearth', 'mani', 'longburi']['Drama', 'Mystery', 'Romance']"
13 Sins,"['bright', 'meek', 'salesman', 'drown', 'debt', 'get', 'marri', 'receiv', 'mysteri', 'phone']['Horror', 'Thriller']"
The Sound of Music,"['film', 'adapt', 'classic', 'rodger', 'hammerstein', 'music', 'base', 'nun', 'becom', 'gover']['Drama', 'Family', 'Music', 'Romance']"
Jesse James,"['famili', 'railroad', 'agent', 'forcibl', 'evict', 'jame', 'farm', 'jess', 'frank', 'turn']['Western', 'Crime', 'Drama', 'History']"
Tinker Bell,"['tinker', 'bell', 'journey', 'secret', 'world', 'pixi', 'hollow', 'hear', 'speak', 'first']['Animation', 'Family', 'Adventure', 'Fantasy']"
After.Life,"['young', 'woman', 'caught', 'life', 'death', 'funer', 'director', 'appear', 'gift', 'transit']['Drama', 'Horror', 'Mystery', 'Thriller']"
Jetsons: The Movie,"['georg', 'jetson', 'forc', 'uproot', 'famili', 'space', 'promot', 'take', 'charg', 'new']['Animation', 'Comedy', 'Family', 'Science Fiction']"
A Knight in Camelot,"['court', 'yet', 'anoth', 'variat', 'mark', 'twain', 'connecticut', 'yanke', 'king', 'arthur']['Adventure', 'Fantasy', 'Comedy', 'Science Fiction', 'Family']"
In the Heat of the Night,"['african', 'american', 'detect', 'ask', 'investig', 'murder', 'racist', 'southern', 'town']['Crime', 'Drama', 'Mystery', 'Thriller']"
Johnny Handsome,"['prison', 'career', 'crimin', 'deform', 'sinc', 'birth', 'given', 'new', 'face', 'kind']['Crime', 'Drama']"
How Green Was My Valley,"['turn', 'centuri', 'welsh', 'mine', 'villag', 'morgan', 'stern', 'gentl', 'rais', 'coalmin']['Drama']"
Knocked Up,"['fun', 'love', 'parti', 'anim', 'ben', 'stone', 'last', 'thing', 'ever', 'expect']['Comedy', 'Romance', 'Drama']"
Charley Varrick,"['charley', 'small', 'amount', 'money', 'mob', 'varrick', 'rob', 'bank', 'town', 'friend']['Action', 'Crime', 'Drama', 'Thriller']"
Tracers,"['want', 'mafia', 'new', 'york', 'citi', 'bike', 'messeng', 'escap', 'world', 'parkour']['Action', 'Crime', 'Drama']"
Labyrinth of Lies,"['young', 'prosecutor', 'postwar', 'west', 'germani', 'investig', 'massiv', 'conspiraci', 'cover', 'nazi']['Drama', 'History']"
Religulous,"['maher', 'commentatorcom', 'bill', 'play', 'devil', 'advoc', 'religion', 'talk', 'believ', 'faith']['Comedy', 'Documentary']"
"Goodbye, Mr. Chips","['shi', 'british', 'teacher', 'look', 'back', 'nostalg', 'long', 'career', 'take', 'note']['Drama', 'Romance']"
Nashville,"['stori', 'nashvill', 'movi', 'tell', 'intersect', 'various', 'peopl', 'connect', 'music', 'busi']['Drama', 'Music']"
Baahubali 2: The Conclusion,"['mahendra', 'son', 'bahubali', 'learn', 'heritag', 'begin', 'look', 'answer', 'stori', 'juxtapos']['Action', 'Adventure', 'History', 'War']"
The Visitor,"['colleg', 'professor', 'travel', 'new', 'york', 'citi', 'attend', 'confer', 'find', 'young']['Crime', 'Drama', 'Music']"
Insidious: Chapter 2,"['haunt', 'lambert', 'famili', 'seek', 'uncov', 'mysteri', 'childhood', 'secret', 'left', 'danger']['Horror', 'Thriller']"
A Far Off Place,"['desert', 'thrown', 'togeth', 'incred', 'circumst', 'two', 'stranger', 'must', 'discov', 'courag']['Drama', 'Adventure']"
Sadako 3D,"['footag', 'akan', 'suicid', 'kashiwada', 'rumor', 'student', 'takanori', 'sadako', 'high', 'school']['Horror']"
The Dukes of Hazzard,"['duke', 'cousin', 'luke', 'help', 'eyecatch', 'cousin', 'daisi', 'moonshinerun', 'uncl', 'jess']['Action', 'Adventure', 'Comedy']"
Ten Thousand Saints,"['late', 'sweep', 'multigener', 'stori', 'set', 'backdrop', 'raw', 'roar', 'new', 'york']['Comedy', 'Drama', 'Music']"
Chopper,"['true', 'intens', 'stori', 'mark', 'chopper', 'read', 'legendari', 'crimin', 'wrote', 'autobiographi']['Crime', 'Drama', 'Thriller']"
Five Star Final,"['unscrupul', 'newspap', 'editor', 'search', 'headlin', 'cost']['Crime', 'Drama']"
Predators,"['mercenari', 'reluct', 'lead', 'motley', 'crew', 'warrior', 'soon', 'come', 'realiz', 'captur']['Action', 'Science Fiction', 'Adventure', 'Thriller']"
The Legend of Bagger Vance,"['world', 'war', 'left', 'golfer', 'rannulph', 'junuh', 'pokerplay', 'alcohol', 'perfect', 'swing']['Fantasy', 'Drama']"
Bratz,"['popular', 'bratz', 'doll', 'come', 'life', 'first', 'liveact', 'featur', 'film', 'find']['Comedy']"
Open Season 2,"['elliot', 'boog', 'back', 'crazi', 'adventur', 'fall', 'head', 'hoov', 'love', 'gisell']['Adventure', 'Animation', 'Comedy', 'Family']"
Pet,"['man', 'imprison', 'woman', 'still', 'obsess', 'year', 'apart', 'find', 'tabl', 'turn']['Horror', 'Thriller']"
Outcast,"['mysteri', 'warrior', 'team', 'daughter', 'son', 'depos', 'chines', 'emperor', 'defeat', 'cruel']['Action']"
The Trigger Effect,"['man', 'matthew', 'anni', 'tenuous', 'hold', 'civil', 'surviv', 'becom', 'issu', 'light']['Drama', 'Thriller']"
Four Rooms,"['ted', 'bellhop', 'first', 'night', 'job', 'hotel', 'unusu', 'guest', 'place', 'outrag']['Crime', 'Comedy']"
We Are Your Friends,"['young', 'cole', 'carter', 'dream', 'hit', 'big', 'time', 'hollywood', 'disc', 'jockey']['Drama', 'Music', 'Romance']"
"Good Morning, Vietnam","['cronauer', 'dickerson', 'war', 'radio', 'funni', 'man', 'adrian', 'sent', 'vietnam', 'bring']['Comedy', 'Drama', 'War']"
The Man from Nowhere,"['somi', 'taesik', 'friend', 'gang', 'call', 'man', 'nowher', 'former', 'special', 'agent']['Action', 'Thriller', 'Crime']"
The Lives of Others,"['stasi', 'deeper', 'tragic', 'love', 'stori', 'set', 'east', 'berlin', 'backdrop', 'undercov']['Drama', 'Thriller']"
Grave Encounters 2,"['tortur', 'ghost', 'demon', 'insan', 'asylum', 'kill', 'crew', 'grave', 'encount', 'film']['Horror']"
Police Academy 2: Their First Assignment,"['band', 'offic', 'carey', 'mahoney', 'cohort', 'final', 'graduat', 'polic', 'academi', 'hit']['Comedy', 'Crime']"
Ronal the Barbarian,"['ronal', 'barbarian', 'villag', 'volcazar', 'young', 'low', 'selfesteem', 'polar', 'opposit', 'muscular']['Animation', 'Adventure', 'Fantasy']"
Mission to Mars,"['contact', 'lost', 'crew', 'first', 'mar', 'expedit', 'rescu', 'mission', 'launch', 'discov']['Science Fiction']"
Match Point,"['match', 'high', 'societi', 'point', 'woodi', 'allen', 'satir', 'british', 'ambit', 'young']['Drama', 'Thriller', 'Crime', 'Romance']"
Little Caesar,"['smalltim', 'hood', 'shoot', 'way', 'top', 'long', 'stay']['Drama', 'Action', 'Crime']"
The Out-of-Towners,"['remak', '1970', 'neil', 'simon', 'comedi', 'follow', 'adventur', 'coupl', 'henri', 'nanci']['Comedy']"
Joe Versus the Volcano,"['hypochondriac', 'joe', 'bank', 'find', 'six', 'month', 'live', 'quit', 'dead', 'end']['Fantasy', 'Comedy', 'Science Fiction', 'Romance']"
The Siege,"['terrorist', 'secret', 'abduct', 'suspect', 'lead', 'wave', 'attack', 'new', 'york', 'lead']['Drama', 'Action', 'Thriller', 'Crime']"
Look Who's Talking Now!,"['samantha', 'lebon', 'hatch', 'scheme', 'spend', 'romant', 'christma', 'new', 'employe', 'unsuspect']['Romance', 'Comedy', 'Family']"
The Pope Must Die,"['lessthanqualifi', 'farfromperfect', 'priest', 'mistaken', 'name', 'new', 'pope', 'pontiff', 'must', 'deal']['Comedy']"
Faster,"['driver', 'murder', 'carri', 'two', 'dwayn', 'johnson', 'spent', 'last', 'year', 'prison']['Crime', 'Drama', 'Action', 'Thriller']"
The Benefactor,"['newli', 'marri', 'coupl', 'forc', 'navig', 'allconsum', 'interest', 'power', 'mysteri', 'possess']['Drama']"
Harlem Nights,"['sugar', 'ray', 'owner', 'illeg', 'casino', 'contend', 'pressur', 'vicious', 'gangster', 'corrupt']['Comedy', 'Crime', 'Drama']"
Grimm Love,"['hagen', 'germani', 'graduat', 'student', 'kati', 'armstrong', 'research', 'cannib', 'killer', 'oliv']['Drama', 'Thriller']"
The Protector,"['kham', 'eleph', 'babi', 'thai', 'bangkok', 'young', 'rais', 'father', 'jungl', 'eleph']['Action', 'Crime', 'Drama', 'Thriller']"
The Watcher in the Woods,"['sooner', 'allamerican', 'famili', 'take', 'possess', 'baroni', 'english', 'manor', 'manner', 'peculiar']['Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
Two for the Money,"['former', 'colleg', 'athlet', 'join', 'forc', 'sport', 'consult', 'handicap', 'footbal', 'game']['Comedy', 'Crime', 'Drama', 'Thriller']"
Empire State,"['chris', 'secur', 'job', 'compani', 'eddi', 'amp', 'cash', 'fail', 'get', 'polic']['Action', 'Drama']"
Search Party,"['two', 'oaf', 'must', 'rescu', 'strand', 'pal', 'mexico']['Comedy']"
Brick,"['teenag', 'loner', 'push', 'way', 'underworld', 'high', 'school', 'crime', 'ring', 'investig']['Drama', 'Mystery']"
While She Was Out,"['suburban', 'housewif', 'forc', 'fend', 'becom', 'strand', 'desol', 'forest', 'four', 'murder']['Action', 'Adventure', 'Drama', 'Horror', 'Thriller']"
The Caveman's Valentine,"['romulus', 'spinetingl', 'visual', 'stun', 'thriller', 'academi', 'awardâ®nomine', 'samuel', 'jackson', 'unbreak']['Drama', 'Mystery', 'Thriller']"
The Caine Mutiny,"['naval', 'captain', 'show', 'sign', 'mental', 'instabl', 'jeopard', 'ship', 'first', 'offic']['Drama', 'War']"
Annie,"['anni', 'warbuck', 'orphan', 'parent', 'facil', 'run', 'mean', 'miss', 'hannigan', 'believ']['Comedy', 'Drama', 'Family', 'Music']"
Misconduct,"['ambiti', 'lawyer', 'find', 'caught', 'power', 'struggl', 'corrupt', 'pharmaceut', 'execut', 'firm']['Drama', 'Thriller']"
The Best Offer,"['virgil', 'oldman', 'world', 'renown', 'antiqu', 'expert', 'auction', 'eccentr', 'genius', 'lead']['Drama', 'Romance', 'Crime', 'Mystery']"
Better Off Dead...,"['lane', 'new', 'roy', 'meyer', 'obsess', 'girlfriend', 'beth', 'crush', 'fall', 'captain']['Comedy']"
Ichi the Killer,"['kakihara', 'sadomasochist', 'yakuza', 'enforc', 'search', 'miss', 'boss', 'come', 'across', 'ichi']['Action', 'Comedy', 'Crime']"
The Banger Sisters,"['world', 'two', 'one', 'late', '60s', 'selfproclaim', 'bell', 'rock', 'roll', 'ball']['Comedy', 'Drama']"
Batman,"['dynam', 'duo', 'face', 'four', 'supervillain', 'plan', 'hold', 'world', 'ransom', 'help']['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Crime']"
Tightrope,"['block', 'killer', 'victim', 'murder', 'wes', 'detect', 'put', 'case', 'serial', 'young']['Mystery', 'Thriller', 'Crime', 'Drama']"
Four Weddings and a Funeral,"['wed', 'british', 'name', 'four', 'funer', 'comedi', 'man', 'charl', 'american', 'woman']['Comedy', 'Drama', 'Romance']"
The Land Before Time II: The Great Valley Adventure,"['peac', 'valley', 'two', 'egg', 'search', 'adventur', 'safe', 'five', 'dinosaur', 'friend']['Animation', 'Family', 'Adventure']"
Divines,"['ghetto', 'religion', 'drug', 'traffick', 'rub', 'shoulder', 'dounia', 'lust', 'power', 'success']['Drama']"
Peter Pan,"['night', 'stifl', 'edwardian', 'london', 'wendi', 'darl', 'mesmer', 'brother', 'everi', 'bedtim']['Adventure', 'Fantasy', 'Family']"
Wilson,"['middleag', 'divorc', 'wilson', 'find', 'lone', 'smug', 'obsess', 'past']['Drama', 'Comedy']"
Nanny McPhee and the Big Bang,"['nanni', 'mcphee', 'war', 'appear', 'door', 'harri', 'young', 'mother', 'mrs', 'isabel']['Comedy', 'Fantasy']"
Polisse,"['cop', 'unit', 'daili', 'grind', 'polic', 'depart', 'juvenil', 'protect', 'take', 'child']['Drama']"
Tropic Thunder,"['cockburn', 'tayback', 'film', 'actor', 'middl', 'vietnam', 'veteran', 'four', 'leaf', 'memoir']['Action', 'Comedy']"
Turbo,"['tale', 'ordinari', 'garden', 'snail', 'dream', 'win', 'indi', '500']['Animation', 'Family']"
Freaky Friday,"['annabel', 'mrs', 'andrew', 'easi', 'life', 'friday', 'school', 'girl', 'hassl', 'mother']['Fantasy', 'Comedy', 'Family']"
The Crush,"['precoci', 'obsess', 'teenag', 'develop', 'crush', 'naiv', 'writer', 'harrow', 'consequ']['Drama', 'Thriller']"
The Missing,"['two', 'lili', 'rancher', 'singl', 'mother', 'maggi', 'gilkeson', 'see', 'teenag', 'daughter']['Thriller', 'Western', 'Adventure']"
Firefox,"['jet', 'firefox', 'soviet', 'develop', 'revolutionari', 'new', 'fighter', 'call', 'natur', 'british']['Science Fiction', 'Action', 'Adventure', 'Thriller']"
The Imposter,"['home', 'stori', 'famili', '1994', '13yearold', 'boy', 'disappear', 'san', 'antonio', 'texa']['Documentary', 'Drama']"
Ip Man 3,"['take', 'band', 'brutal', 'gangster', 'led', 'crook', 'properti', 'develop', 'make', 'play']['Action', 'Drama', 'History']"
Robinson Crusoe,"['tuesday', 'island', 'cruso', 'friend', 'anim', 'cat', 'soon', 'savag', 'tini', 'exot']['Adventure', 'Animation', 'Comedy', 'Family']"
Unfaithful,"['conni', 'edward', 'wife', 'mother', 'whose', '11year', 'marriag', 'lost', 'sexual', 'spark']['Thriller', 'Drama']"
The Haunting,"['marrow', 'david', 'invit', 'nell', 'vanc', 'theo', 'luke', 'sanderson', 'eeri', 'isol']['Horror', 'Thriller', 'Fantasy', 'Mystery']"
October Gale,"['doctor', 'take', 'mysteri', 'man', 'wash', 'ashor', 'remot', 'cottag', 'gunshot', 'wound']['Thriller', 'Drama', 'Romance']"
Paris Can Wait,"['woman', 'crossroad', 'travel', 'cann', 'along', 'success', 'film', 'produc', 'husband', 'find']['Drama', 'Romance']"
Chasing Mavericks,"['surfer', 'jay', 'moriar', 'set', 'ride', 'northern', 'california', 'break', 'known', 'maverick']['Drama']"
Curly Sue,"['bill', 'grey', 'dancer', 'young', 'companion', 'cur', 'sue', 'classic', 'homeless', 'folk']['Comedy', 'Drama', 'Family', 'Romance']"
Beyond the Sea,"['life', 'bobbi', 'darin', 'base', 'career', 'legendari', 'entertain', 'biopic', 'move', 'back']['Drama', 'Music']"
Black Sheep,"['mike', 'dignifi', 'albert', 'donnelli', 'run', 'governor', 'team', 'move', 'keep', 'slowwit']['Comedy']"
Kazaam,"['shaquill', 'oneal', 'rap', 'geni', 'protect', 'littl', 'boy']['Fantasy', 'Comedy', 'Science Fiction', 'Family']"
Katy Perry: Part of Me,"['kati', 'perri', 'part', 'give', 'fan', 'unpreced', 'access', 'real', 'life', 'music']['Documentary', 'Music']"
It's a Boy Girl Thing,"['visit', 'natur', 'histori', 'museum', 'prove', 'catastroph', 'two', 'high', 'school', 'rival']['Comedy', 'Fantasy', 'Romance']"
The Grandmaster,"['man', 'gong', 'famili', 'peac', 'life', 'foshan', 'chang', 'yutian', 'seek', 'heir']['Action', 'Drama', 'History']"
Another Earth,"['night', 'discoveri', 'duplic', 'earth', 'solar', 'system', 'ambiti', 'young', 'student', 'accomplish']['Drama', 'Science Fiction']"
Hatchet,"['group', 'tourist', 'new', 'orlean', 'haunt', 'swamp', 'tour', 'find', 'strand', 'wilder']['Comedy', 'Horror']"
Lucky,"['wannab', 'serial', 'killer', 'win', 'lotteri', 'pursu', 'lifelong', 'crush']['Comedy', 'Romance']"
Christmas Evil,"['toy', 'factori', 'worker', 'mental', 'scar', 'child', 'upon', 'learn', 'santa', 'claus']['Drama', 'Horror']"
The Three Musketeers,"['musket', 'hectic', 'adventur', 'dartagnan', 'young', 'provinci', 'nobl', 'come', 'pari', 'enter']['Romance', 'Action', 'Adventure', 'Drama']"
ATM,"['late', 'night', 'visit', 'atm', 'three', 'cowork', 'end', 'desper', 'fight', 'live']['Horror', 'Thriller']"
Cursed,"['werewolf', 'loos', 'los', 'angel', 'chang', 'live', 'three', 'young', 'adult', 'maul']['Horror', 'Comedy']"
Crocodile Dundee II,"['australian', 'outback', 'expert', 'protect', 'new', 'york', 'love', 'gangster', 'follow']['Adventure', 'Comedy']"
Sahara,"['scour', 'ocean', 'depth', 'treasureladen', 'shipwreck', 'busi', 'usual', 'thrillseek', 'underwat', 'adventur']['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']"
The Burning,"['caretak', 'burn', 'back', 'summer', 'camp', 'prank', 'goe', 'tragic', 'wrong', 'sever']['Horror', 'Thriller']"
Beyond Borders,"['romanc', 'world', 'sarah', 'beyond', 'border', 'epic', 'tale', 'turbul', 'two', 'starcross']['Drama', 'Romance', 'Adventure', 'War']"
The Legend of Zorro,"['alejandro', 'elena', 'armand', 'spent', 'last', 'year', 'fight', 'injustic', 'cruelti', 'vega']['Action', 'Adventure']"
Manhattan Murder Mystery,"['middleag', 'coupl', 'suspect', 'foul', 'play', 'neighbor', 'wife', 'sudden', 'drop', 'dead']['Comedy', 'Mystery']"
W.,"['bush', 'whether', 'love', 'hate', 'question', 'georg', 'one', 'controversi', 'public', 'figur']['Drama', 'History']"
Dan in Real Life,"['dan', 'brother', 'advic', 'columnist', 'burn', 'expert', 'relationship', 'somehow', 'struggl', 'succeed']['Comedy', 'Romance', 'Drama']"
Authors Anonymous,"['dysfunct', 'group', 'unpublish', 'writer', 'accept', 'hannah', 'fold', 'last', 'thing', 'expect']['Comedy']"
Barbie as the Island Princess,"['rosella', 'barbi', 'play', 'new', 'music', 'film', 'shipwreck', 'child', 'grow', 'island']['Animation', 'Family']"
Farinelli,"['farinelli', '1994', 'biopic', 'film', 'life', 'career', 'italian', 'opera', 'singer', 'consid']['History', 'Drama']"
Ordinary People,"['conrad', 'beth', 'calvin', 'son', 'live', 'aftermath', 'death', 'overcom', 'grief', 'misplac']['Drama']"
In the Realm of the Senses,"['base', 'true', 'stori', 'set', 'prewar', 'japan', 'man', 'one', 'servant', 'begin']['Drama', 'Romance']"
Afflicted,"['two', 'friend', 'tour', 'europ', 'take', 'dark', 'turn', 'one', 'contract', 'mysteri']['Horror', 'Thriller']"
The Lion King 1½,"['timon', 'pumbaa', 'adventur', 'back', 'meerkat', 'warthog', 'best', 'pal', 'unsung', 'hero']['Animation', 'Comedy', 'Family']"
Yi Yi,"['member', 'famili', 'taipei', 'ask', 'hard', 'question', 'life', 'mean', 'live', 'everyday']['Drama', 'Romance']"
Whatever Works,"['whatev', 'work', 'melodi', 'explor', 'relationship', 'crotcheti', 'misanthrop', 'bori', 'naïv', 'impression']['Comedy', 'Romance']"
Return to the Blue Lagoon,"['two', 'sequel', '1980', 'classic', 'children', 'strand', 'beauti', 'island', 'south', 'pacif']['Adventure']"
Dr. Horrible's Sing-Along Blog,"['horribl', 'evil', 'aspir', 'supervillain', 'video', 'blog', 'attempt', 'join', 'prestigi', 'leagu']['Adventure', 'Action', 'Comedy', 'Science Fiction', 'Music']"
Almost Heroes,"['pacif', 'two', 'hapless', 'explor', 'lead', 'illfat', '1804', 'expedit', 'northwest', 'hopeless']['Action', 'Adventure', 'Comedy', 'Western']"
Chocolat,"['chocol', 'town', 'fabl', 'emot', 'liber', 'mother', 'daughter', 'move', 'small', 'french']['Comedy', 'Drama', 'Romance']"
Testament,"['nuclear', 'outsid', 'war', 'unit', 'state', 'portray', 'realist', 'believ', 'manner', 'stori']['Action', 'Drama', 'Science Fiction']"
That's My Boy,"['todd', 'donni', 'teen', 'father', 'son', 'rais', 'singl', 'parent', '18th', 'birthday']['Comedy']"
Wild Bill,"['biopic', 'famous', 'gunsling', 'wild', 'bill', 'hickock', 'earli', 'career', 'legendari', 'lawman']['Action', 'Western']"
Warriors of Heaven and Earth,"['chines', 'emissari', 'sent', 'gobi', 'desert', 'execut', 'renegad', 'soldier', 'caravan', 'transport']['Drama', 'Action', 'Adventure']"
The Last Legion,"['roman', 'empir', 'crumbl', 'young', 'romulus', 'augustus', 'flee', 'citi', 'embark', 'peril']['Action', 'Adventure', 'Fantasy', 'War']"
Runaway Bride,"['ike', 'write', 'alway', 'last', 'graham', 'new', 'york', 'columnist', 'text', 'minut']['Comedy', 'Romance']"
V/H/S: Viral,"['segment', 'stori', 'becom', 'vhs', 'viral', 'includ', 'derang', 'illusionist', 'obtain', 'magic']['Horror', 'Thriller']"
The Time Machine,"['hope', 'alter', 'event', 'past', '19th', 'centuri', 'inventor', 'instead', 'travel', '800000']['Science Fiction', 'Adventure', 'Action']"
Hostel: Part II,"['young', 'follow', 'geograph', 'tour', 'slovakia', 'three', 'american', 'women', 'lure', 'hostel']['Horror']"
Dracula: Prince of Darkness,"['count', 'remain', 'whilst', 'vacat', 'carpathian', 'mountain', 'two', 'coupl', 'stumbl', 'across']['Horror']"
Atonement,"['13yearold', 'fledgl', 'writer', 'brioni', 'talli', 'irrevoc', 'chang', 'cours', 'sever', 'live']['Drama', 'Romance']"
The Boy in the Striped Pyjamas,"['bruno', 'shmuel', 'famili', 'move', 'home', 'berlin', 'strang', 'new', 'hous', 'poland']['War', 'Drama']"
Who Am I?,"['jacki', 'chan', 'martialart', 'megastar', 'wrote', 'direct', 'star', 'actioncomedi', 'secret', 'agent']['Adventure', 'Action', 'Comedy', 'Thriller']"
Winged Creatures,"['psychot', 'man', 'open', 'fire', 'diner', 'murder', 'numer', 'peopl', 'kill', 'survivor']['Crime', 'Drama']"
The Swan Princess,"['princess', 'sorcer', 'spell', 'beauti', 'odett', 'transform', 'swan', 'evil', 'held', 'captiv']['Animation']"
The Prey,"['robber', 'becom', 'escap', 'prison', 'singl', 'object', 'mind', 'track', 'former', 'cellmat']['Action', 'Crime', 'Thriller']"
The City of Violence,"['taesu', 'wangja', 'pilho', 'seokhwan', 'detect', 'fight', 'organ', 'crime', 'return', 'hometown']['Action', 'Thriller']"
The Girl with the Dragon Tattoo,"['blomkvist', 'saland', 'englishlanguag', 'adapt', 'swedish', 'novel', 'stieg', 'larsson', 'follow', 'disgrac']['Thriller', 'Crime', 'Mystery', 'Drama']"
Timecop,"['offic', 'secur', 'agenc', 'regul', 'time', 'travel', 'must', 'fend', 'life', 'shadi']['Thriller', 'Science Fiction', 'Action', 'Crime']"
Good Neighbours,"['take', 'place', '1995', 'year', 'second', 'referendum', 'separ', 'quebec', 'dead', 'winter']['Thriller', 'Drama']"
State of Play,"['parti', 'handsom', 'unflapp', 'congressman', 'stephen', 'collin', 'futur', 'polit', 'honor', 'appointe']['Action']"
Hop,"['easter', 'bunni', 'teenag', 'son', 'head', 'hollywood', 'determin', 'becom', 'drummer', 'rock']['Animation', 'Comedy', 'Family']"
The Tournament,"['everi', 'ten', 'seven', 'year', 'unsuspect', 'town', 'tournament', 'take', 'place', 'battl']['Horror', 'Action', 'Thriller']"
The Passion of Joan of Arc,"['stori', 'jeann', 'classic', 'silent', 'age', 'film', 'tell', 'doom', 'ultim', 'canon']['Drama', 'History']"
The Adventures of Pluto Nash,"['moon', 'year', '2087', 'set', 'pluto', 'nash', 'highfli', 'success', 'owner', 'hottest']['Action', 'Comedy', 'Science Fiction']"
The Man from London,"['one', 'night', 'maloin', 'switchman', 'seasid', 'railway', 'station', 'situat', 'ferri', 'harbour']['Crime', 'Drama', 'Mystery', 'Thriller']"
Cut Bank,"['town', 'life', 'yearold', 'dwayn', 'mclaren', 'former', 'athlet', 'turn', 'auto', 'mechan']['Thriller']"
"No Retreat, No Surrender","['jason', 'young', 'stillwel', 'kurt', 'mckinney', 'move', 'parent', 'seattl', 'local', 'bulli']['Action']"
A Stranger Among Us,"['world', 'detect', 'emili', 'eden', 'tough', 'new', 'york', 'citi', 'cop', 'forc']['Drama', 'Romance', 'Crime']"
Darkman,"['westlak', 'peyton', 'verg', 'realiz', 'major', 'breakthrough', 'synthet', 'skin', 'laboratori', 'destroy']['Action', 'Science Fiction', 'Crime']"
How to Be Single,"['new', 'york', 'citi', 'full', 'lone', 'heart', 'seek', 'right', 'match', 'alic']['Comedy', 'Romance']"
Paranormal Activity: The Marked Ones,"['seventeenyearold', 'jess', 'hear', 'terrifi', 'sound', 'come', 'neighbor', 'apart', 'turn', 'camera']['Horror', 'Thriller']"
The Woman in Black,"['kipp', 'client', 'uncov', 'woman', 'black', 'true', 'ident', 'stori', 'follow', 'young']['Drama', 'Horror', 'Thriller']"
Evil,"['erik', 'good', 'thrash', 'stockholm', 'fifti', 'though', 'academ', 'bright', 'violent', 'pupil']['Drama']"
"Angus, Thongs and Perfect Snogging","['georgia', 'nicolson', 'fourteen', 'live', 'nosey', 'parent', 'understand', 'annoy', 'three', 'year']['Comedy', 'Drama', 'Family', 'Romance']"
No Small Affair,"['year', 'old', 'amateur', 'photograph', 'charl', 'accident', 'take', 'photo', 'laura', 'fall']['Comedy', 'Drama', 'Music', 'Romance']"
Northanger Abbey,"['young', 'woman', 'penchant', 'sensat', 'gothic', 'novel', 'lead', 'misunderstand', 'matter', 'heart']['Drama', 'Romance']"
Monkeybone,"['stu', 'monkeybon', 'car', 'crash', 'send', 'repress', 'cartoonist', 'miley', 'fraser', 'coma']['Adventure', 'Fantasy', 'Animation', 'Action', 'Comedy']"
Wishmaster 3: Beyond the Gates of Hell,"['djinn', 'evil', 'back', 'time', 'wreak', 'havoc', 'student', 'illinoi', 'baxter', 'univers']['Thriller', 'Horror']"
A Personal Journey with Martin Scorsese Through American Movies,"['martin', 'scorses', 'celebr', 'american', 'movi', 'silent', 'classic', 'hollywood', 'seventi', 'film']['Documentary']"
The Sweetest Thing,"['one', 'peter', 'christina', 'love', 'life', 'stuck', 'neutral', 'year', 'avoid', 'hazard']['Romance', 'Comedy']"
The Monk,"['monk', 'ambrosio', 'antonia', 'matilda', 'later', 'also', 'relationship', 'sister', 'devil', 'well']['Thriller']"
Mary and Max,"['two', 'girl', 'live', 'write', 'chocol', 'face', 'tale', 'friendship', 'unlik', 'pen']['Animation', 'Comedy', 'Drama']"
PCU,"['droz', 'school', 'nervous', 'high', 'senior', 'tom', 'lawrenc', 'visit', 'port', 'chester']['Comedy']"
The Philadelphia Story,"['dexter', 'traci', 'lord', 'philadelphia', 'heiress', 'throw', 'playboy', 'husband', 'short', 'marriag']['Comedy', 'Romance']"
The Bone Collector,"['rooki', 'cop', 'amelia', 'donaghi', 'reluct', 'team', 'lincoln', 'rhyme', 'former', 'depart']['Drama', 'Mystery', 'Thriller', 'Crime']"
The Wedding Singer,"['wed', 'robbi', 'julia', 'local', 'rock', 'star', 'turn', 'singer', 'dump', 'day']['Romance', 'Comedy']"
